"ID";"P03";"P05";"P06";"P07";"P08";"P12";"P1301";"P1302";"P1303";"P1304";"P1305";"P1306";"P1307";"P1308";"P1309";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P231";"P232";"P233";"P234";"P235";"P236";"P237";"P238";"P24";"P251";"P252";"P253";"P254";"P255";"P256";"P257";"P258";"P2601";"P2602";"P2603";"P2604";"P2605";"P2606";"P2607";"P2608";"P2609";"P2610";"P2611";"P2612";"P2613";"P2614";"P2615";"P2701";"P2702";"P2703";"P2704";"P2705";"P2706";"P2707";"P2708";"P2709";"P2710";"P2711";"P2712";"P2713";"P2714";"P2715";"P2716";"P2717";"P2718";"P28";"P29";"P30";"P32";"P3101";"P3102";"P3103";"P3104";"P3105";"P3106";"P3107";"P3108";"P3109";"P3110";"P3111";"P33";"P34";"P35";"P36";"P37";"P38";"P39";"REGIAO";"P09";"P10";"P11";"P17";"P18';"PropFM",,,
859;Mato Grosso do Sul;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Sim;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;Não;Não;Não;<b>30 a 39 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 40 a 49 anos</b>;<b>Divorciada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Centro-Oeste;;;Sim;Sim;<b>Deve</b>;35616,7852941176,
860;Amapá;Às vezes;Na família;Pouco machista;Continuou igual;Na maioria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Norte;;;Não;Não;<b>Deve</b>;11895,972222222
861;Pará;Não;Na rua;Muito machista;Continuou igual;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Sim;Muito;Não;;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Profissional Liberal (Autônoma)</b>;Preta;Norte;;;Sim;Não;<b>Deve</b>;62294,833333333,
862;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;No;Yes;Yes;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>União estável</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Prefiro não responder </b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;;;Sim;Não;<b>Deve</b>;19473,,,
863;Pará;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Norte;;;Sim;Sim;<b>Deve</b>;15839,75
864;Pará;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Parda;Norte;Sim;Não;Sim;Não;<b>Deve</b>;21095,4166666667
865;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;Yes;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Solteira</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Não;Sim;Não;<b>Deve</b>;34962,6532738095
866;Pará;Não;Na rua;Muito machista;Continuou igual;Não denunciam;Yes;No;No;No;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;;Sim;Sim;Yes;Yes;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Não sei</b>;Preta;Norte;;;Não;Sim;<b>Deve</b>;51421,,,
867;Pará;Não;Na rua;Muito machista;Aumentou;Na maioria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Parda;Norte;Sim;Sim;Sim;Sim;<b>Deve</b>;62294,833333333,
868;Sergipe;Às vezes;Na rua;Muito machista;Aumentou;Na maioria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Não;Nada;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Nordeste;Sim;Sim;Sim;Sim;<b>Deve</b>;156222,666666667,,
869;São Paulo;Às vezes;No trabalho;Pouco machista;Aumentou;Na minoria das vezes;Yes;No;No;No;Yes;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Profissional Liberal (Autônoma)</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34962,6532738095
870;Pará;Às vezes;No trabalho;Pouco machista;Continuou igual;Não denunciam;No;No;No;Yes;Yes;No;No;No;No;Sim;Sim;Muito;Sim;;Sim;Não;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Não sei </b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Não sei</b>;Parda;Norte;;;Não;Sim;<b>Deve</b>;85582,1111111111,,
871;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Preta;Sudeste;Sim;Não;Sim;Não;<b>Deve</b>;59797,1922146027,
872;Pará;Às vezes;Na família;Pouco machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;No;No;Yes;No;Yes;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>20 a 29 anos</b>;No;No;No;Yes;No;No;No;No;Yes;No;No;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Não sei </b>;<b>Empregada doméstica</b>;Parda;Norte;Sim;Não;Sim;Sim;<b>Deve</b>;697,5,,
873;Distrito Federal;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Sim;Sim;No;No;No;No;No;Yes;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Parda;Centro-Oeste;Sim;Sim;Sim;Sim;<b>Deve</b>;43801,4705882353,
874;São Paulo;Às vezes;Na rua;Pouco machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Família</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;35366,2222222222
875;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Não;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Não;Yes;No;No;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Viúva</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;34179,1381118881
876;Pará;Às vezes;;Pouco machista;Diminuiu;Na minoria das vezes;No;No;No;Yes;Yes;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Viúva</b>;Sim;<b>Fundamental COMPLETO (1º grau completo / ginasial completo)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Empregada doméstica</b>;Parda;Norte;;;Não;Sim;<b>Deve</b>;127826,,
877;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Sim;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;77150,5154798762,
878;São Paulo;Não;Na rua;Muito machista;Continuou igual;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;No;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Casada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;;;Sim;Não;<b>Não sei</b>;34962,6532738095
879;Pará;Às vezes;Na rua;Pouco machista;Continuou igual;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Não sei </b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Norte;;;Sim;Sim;<b>Deve</b>;85582,1111111111,,
880;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;Yes;No;No;No;Sim;Não;Nada;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>De R$ 1.874,01 a R$ 4.685,00 (mais de 2 a 5)</b>;<b>Profissional Liberal (Autônoma)</b>;Parda;Sudeste;Sim;Sim;Não;Não;<b>Não deve</b>;29982,5454545455
881;Pará;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;No;No;No;Yes;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Desempregada</b>;Parda;Norte;Sim;Não;Sim;Sim;<b>Deve</b>;51421,,
882;Distrito Federal;Às vezes;No trabalho;Pouco machista;Aumentou;Na minoria das vezes;No;Yes;Yes;No;Yes;Yes;No;No;No;Sim;Em parte;Muito;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Dona de casa / Do lar</b>;Parda;Centro-Oeste;Sim;Sim;Sim;Sim;<b>Deve</b>;57401,2307692308,
883;São Paulo;Às vezes;Na rua;Muito machista;Continuou igual;Não denunciam;No;No;Yes;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 16 a 17 anos</b>;<b>Solteira</b>;Não;<b>Médio INCOMPLETO (2º grau incompleto / colegial incompleto)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Sudeste;;;Sim;Sim;<b>Deve</b>;95049,8392857143,,
884;São Paulo;Não;No trabalho;Muito machista;Continuou igual;Não denunciam;No;No;No;Yes;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;No;No;Yes;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Não;Não;<b>0 a 15 anos</b>;No;No;No;No;No;No;No;Yes;No;No;No;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;62433,833333333,,
885;São Paulo;Às vezes;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;No;No;Yes;No;No;Sim;Sim;Muito;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Não;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Não sei</b>;Parda;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;59797,1922146027,,
886;Santa Catarina;Não;Na rua;Pouco machista;Aumentou;<b>Não sei  (Não Ler)</b>;Yes;Yes;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>União estável</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Sem renda</b>;<b>Não sei</b>;Branca;Sul;Sim;Sim;Sim;Não;<b>Deve</b>;81134,9411764706,,
887;Distrito Federal;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;No;No;Yes;Yes;Yes;No;No;No;Sim;Sim;Pouco;<b>Não sei  (Não Ler)</b>;;Sim;Sim;Yes;No;No;Yes;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Estudante</b>;Parda;Centro-Oeste;Sim;Não;Sim;Sim;<b>Deve</b>;57401,2307692308,,
888;São Paulo;Sim;Na família;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;Yes;No;No;No;Sim;Em parte;Muito;Não;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>Não sei </b>;<b>Aposentada / Pensionista</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;22842,,,
889;Santa Catarina;Às vezes;No trabalho;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;Yes;No;No;No;No;No;Sim;Em parte;Muito;Sim;<b>Central de Atendimento à Mulher (Ligue 180)</b>;Sim;Sim;Yes;No;No;Yes;Yes;No;No;No;Sim;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Não;Sim;Não;<b>20 a 29 anos</b>;No;No;No;No;No;No;No;No;Yes;No;No;<b>De 40 a 49 anos</b>;<b>Divorciada</b>;Não;<b>Superior COMPLETO (3º grau completo / graduação completa / Normal Superior )</b>;<b>De R$ 4.685,01 a R$ 9.370,00 (mais de 5 a 10)</b>;<b>Servidora Pública/Funcionária Pública</b>;<b>Não sei (Não Ler)</b>;Sul;Sim;Não;Sim;Não;<b>Deve</b>;27895,8343653251
890;São Paulo;Sim;Na rua;Pouco machista;Diminuiu;Na minoria das vezes;No;Yes;No;Yes;Yes;No;No;No;No;Sim;Em parte;Nada;Sim;<b>Polícia (Disque 190)</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Branca;Sudeste;;;Sim;Sim;<b>Deve</b>;77150,5154798762,,
891;Santa Catarina;Não;Na família;Muito machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;Yes;No;No;Sim;Não;Pouco;Sim;;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>60 anos ou mais</b>;<b>Casada</b>;Sim;<b>Fundamental INCOMPLETO (1º grau incompleto / ginasial incompleto ou primário)</b>;<b>Não sei </b>;<b>Dona de casa / Do lar</b>;Branca;Sul;Sim;Sim;Sim;Sim;<b>Deve</b>;8117,375,,
892;São Paulo;Não;Na família;Pouco machista;Aumentou;Não denunciam;No;No;No;Yes;No;No;Yes;No;No;Sim;Não;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;Yes;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;59797,1922146027,
893;Santa Catarina;Às vezes;Na rua;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;No;No;No;No;Yes;No;Sim;Sim;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;Yes;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 30 a 39 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Funcionária de empresa privada</b>;Branca;Sul;;;Sim;Não;<b>Deve</b>;85296,6153846154,
894;Distrito Federal;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Estudante</b>;Parda;Centro-Oeste;Sim;Não;Sim;Sim;<b>Deve</b>;44249,6153846154,
895;São Paulo;Não;No trabalho;Muito machista;Aumentou;Na minoria das vezes;Yes;No;No;No;No;No;No;No;No;Sim;Não;Pouco;Sim;<b>Delegacia da Mulher</b>;Sim;Sim;Yes;No;No;No;No;No;No;No;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 50 a 59 anos</b>;<b>Casada</b>;Sim;<b>Médio COMPLETO (2º grau completo / colegial completo / técnico completo / magistério)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Não sei</b>;Indígena;Sudeste;Sim;Sim;Sim;Não;<b>Deve</b>;77150,5154798762,
896;Distrito Federal;Às vezes;No trabalho;Muito machista;Continuou igual;Na minoria das vezes;No;No;No;No;Yes;No;No;Yes;No;Sim;Em parte;Muito;Sim;<b>Polícia (Disque 190)</b>;Sim;Sim;Yes;No;No;No;Yes;No;No;No;Sim;Yes;No;Yes;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Yes;No;No;No;No;Yes;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Sim;Não;Não;<b>40 a 49 anos</b>;No;Yes;No;Yes;No;No;No;No;Yes;No;No;<b>De 40 a 49 anos</b>;<b>Casada</b>;Sim;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Sem renda</b>;<b>Dona de casa / Do lar</b>;Parda;Centro-Oeste;;;Sim;Sim;<b>Deve</b>;43801,4705882353,,
897;São Paulo;Não;Na rua;Muito machista;Aumentou;Na minoria das vezes;No;Yes;No;No;No;No;No;No;No;Sim;Em parte;Pouco;Sim;<b>Delegacia comum</b>;Não;;;;;;;;;;Não;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<b>De 20 a 29 anos</b>;<b>Solteira</b>;Não;<b>Superior INCOMPLETO (3º grau incompleto / graduação incompleta)</b>;<b>Até R$ 1.874,00 (até 2 salários mínimos)</b>;<b>Servidora Pública/Funcionária Pública</b>;Branca;Sudeste;Sim;Sim;Sim;Sim;<b>Deve</b>;59797,1922146027,
